Unnamed: 0,timestamp,0,id,x,y,z,accX,accY,accZ,pitch,yaw,roll,tracker,session,removeme,phase,quartiles,rotation,interpolated,CI
50,6/8/19 15:40:17,8/6/19 15:40,44966,5673,3033,483,967,-96,-126,2.505,2.68,1.416,26656,S1,-30.366774,3,1,-30.366774,0,IV Fluid Antibiotic
51,6/8/19 15:40:18,8/6/19 15:40,44973,5696,2992,522,966,-93,-129,2.499,2.683,1.418,26656,S1,-30.1948866,3,1,-30.1948866,0,IV Fluid Antibiotic
52,6/8/19 15:40:19,8/6/19 15:40,44980,5718,2977,476,971,-92,-125,2.487,2.675,1.418,26656,S1,-30.653253,3,1,-30.653253,0,IV Fluid Antibiotic
53,6/8/19 15:40:19,8/6/19 15:40,44987,5716,2977,552,967,-94,-134,2.497,2.679,1.417,26656,S1,-30.4240698,3,1,-30.4240698,0,IV Fluid Antibiotic
54,6/8/19 15:40:20,8/6/19 15:40,44987,5716,2977,552,967,-94,-134,2.497,2.679,1.417,26656,S1,-30.4240698,3,1,-30.4240698,1,IV Fluid Antibiotic
55,6/8/19 15:40:21,8/6/19 15:40,44994,5716,2977,552,967,-94,-133,2.498,2.685,1.415,26656,S1,-30.080295,3,1,-30.080295,0,IV Fluid Antibiotic
56,6/8/19 15:40:21,8/6/19 15:40,45001,5755,2977,365,962,-95,-130,2.498,2.68,1.415,26656,S1,-30.366774,3,1,-30.366774,0,IV Fluid Antibiotic
57,6/8/19 15:40:22,8/6/19 15:40,45008,5800,2975,365,970,-96,-143,2.514,2.679,1.409,26656,S1,-30.4240698,3,1,-30.4240698,0,IV Fluid Antibiotic
58,6/8/19 15:40:23,8/6/19 15:40,45015,5800,2979,733,966,-92,-146,2.525,2.682,1.406,26656,S1,-30.2521824,3,1,-30.2521824,0,IV Fluid Antibiotic
59,6/8/19 15:40:24,8/6/19 15:40,45022,5820,2946,730,965,-95,-135,2.523,2.681,1.407,26656,S1,-30.3094782,3,1,-30.3094782,0,IV Fluid Antibiotic
60,6/8/19 15:40:25,8/6/19 15:40,45029,5828,2946,198,970,-91,-141,2.511,2.691,1.408,26656,S1,-29.7365202,3,1,-29.7365202,0,IV Fluid Antibiotic
61,6/8/19 15:40:25,8/6/19 15:40,45036,5828,2951,127,970,-86,-120,2.49,2.695,1.406,26656,S1,-29.507337,3,1,-29.507337,0,IV Fluid Antibiotic
62,6/8/19 15:40:26,8/6/19 15:40,45043,5819,2951,132,966,-85,-127,2.487,2.686,1.408,26656,S1,-30.0229992,3,1,-30.0229992,0,IV Fluid Antibiotic
63,6/8/19 15:40:27,8/6/19 15:40,45050,5773,2987,132,967,-94,-129,2.481,2.675,1.407,26656,S1,-30.653253,3,1,-30.653253,0,IV Fluid Antibiotic
64,6/8/19 15:40:28,8/6/19 15:40,45057,5773,3065,132,970,-103,-122,2.462,2.664,1.405,26656,S1,-31.2835068,3,1,-31.2835068,0,IV Fluid Antibiotic
65,6/8/19 15:40:29,8/6/19 15:40,45064,5746,3065,1075,961,-89,-124,2.463,2.659,1.406,26656,S1,-31.5699858,3,1,-31.5699858,0,IV Fluid Antibiotic
66,6/8/19 15:40:29,8/6/19 15:40,45071,5746,3065,1050,981,-94,-144,2.482,2.658,1.404,26656,S1,-31.6272816,3,1,-31.6272816,0,IV Fluid Antibiotic
67,6/8/19 15:40:30,8/6/19 15:40,45078,5777,3065,1063,970,-93,-137,2.489,2.658,1.402,26656,S1,-31.6272816,3,1,-31.6272816,0,IV Fluid Antibiotic
68,6/8/19 15:40:31,8/6/19 15:40,45078,5774,3028,1063,970,-93,-137,2.489,2.658,1.402,26656,S1,-31.6272816,3,1,-31.6272816,1,IV Fluid Antibiotic
69,6/8/19 15:40:32,8/6/19 15:40,45085,5771,2991,1063,971,-95,-118,2.452,2.65,1.404,26656,S1,-32.085648,3,1,-32.085648,0,IV Fluid Antibiotic
70,6/8/19 15:40:33,8/6/19 15:40,45092,5802,2874,148,974,-83,-126,2.455,2.656,1.412,26656,S1,-31.7418732,3,1,-31.7418732,0,IV Fluid Antibiotic
71,6/8/19 15:40:34,8/6/19 15:40,45099,5817,2874,148,967,-76,-124,2.458,2.645,1.409,26656,S1,-32.372127,3,1,-32.372127,0,IV Fluid Antibiotic
72,6/8/19 15:40:35,8/6/19 15:40,45106,5859,2811,96,973,-95,-115,2.454,2.637,1.407,26656,S1,-32.8304934,3,1,-32.8304934,0,IV Fluid Antibiotic
73,6/8/19 15:40:35,8/6/19 15:40,45113,5898,2687,-108,971,-99,-125,2.436,2.631,1.405,26656,S1,-33.1742682,3,1,-33.1742682,0,IV Fluid Antibiotic
74,6/8/19 15:40:36,8/6/19 15:40,45120,5911,2731,-160,974,-97,-126,2.414,2.637,1.416,26656,S1,-32.8304934,3,1,-32.8304934,0,IV Fluid Antibiotic
75,6/8/19 15:40:37,8/6/19 15:40,45127,5911,2847,-160,979,-45,-93,2.485,2.604,1.434,26656,S1,-34.7212548,3,1,-34.7212548,0,IV Fluid Antibiotic
76,6/8/19 15:40:38,8/6/19 15:40,45134,5911,2918,63,961,-94,-65,2.414,2.606,1.45,26656,S1,-34.6066632,3,1,-34.6066632,0,IV Fluid Antibiotic
77,6/8/19 15:40:39,8/6/19 15:40,45141,5904,2918,87,981,-63,-107,2.375,2.606,1.436,26656,S1,-34.6066632,3,1,-34.6066632,0,IV Fluid Antibiotic
78,6/8/19 15:40:40,8/6/19 15:40,45148,5921,2911,87,974,-92,-94,2.358,2.645,1.421,26656,S1,-32.372127,3,1,-32.372127,0,IV Fluid Antibiotic
79,6/8/19 15:40:40,8/6/19 15:40,45155,5910,2911,87,965,-103,-89,2.345,2.633,1.417,26656,S1,-33.0596766,3,1,-33.0596766,0,IV Fluid Antibiotic
80,6/8/19 15:40:41,8/6/19 15:40,45162,5892,2840,30,974,-105,-112,2.356,2.619,1.405,26656,S1,-33.8618178,3,1,-33.8618178,0,IV Fluid Antibiotic
81,6/8/19 15:50:29,8/6/19 15:50,49964,6007,3197,660,976,-70,30,0.065,2.196,1.502,26656,S1,-58.0979412,3,4,-58.0979412,0,Chest Tightness and Erythematous torso rash
82,6/8/19 15:50:30,8/6/19 15:50,49971,6007,3197,628,977,-90,4,0.073,2.188,1.496,26656,S1,-58.5563076,3,4,-58.5563076,0,Chest Tightness and Erythematous torso rash
83,6/8/19 15:50:31,8/6/19 15:50,49978,5947,3203,988,973,-98,22,0.081,2.19,1.489,26656,S1,-58.441716,3,4,-58.441716,0,Chest Tightness and Erythematous torso rash
84,6/8/19 15:50:32,8/6/19 15:50,49985,5980,3203,565,980,-76,28,0.083,2.188,1.486,26656,S1,-58.5563076,3,4,-58.5563076,0,Chest Tightness and Erythematous torso rash
85,6/8/19 15:50:33,8/6/19 15:50,49992,6111,3156,225,978,-95,22,0.091,2.174,1.479,26656,S1,-59.3584488,3,4,-59.3584488,0,Chest Tightness and Erythematous torso rash
86,6/8/19 15:50:34,8/6/19 15:50,49999,6159,3131,225,966,-111,-7,3.051,2.175,1.48,26656,S1,-59.301153,3,4,-59.301153,0,Chest Tightness and Erythematous torso rash
87,6/8/19 15:50:34,8/6/19 15:50,50006,6185,3085,335,996,-61,63,-3.135,2.256,1.518,26656,S1,-54.6601932,3,4,-54.6601932,0,Chest Tightness and Erythematous torso rash
88,6/8/19 15:50:35,8/6/19 15:50,50013,6159,3085,335,1011,149,-52,-2.718,2.379,1.418,26656,S1,-47.6128098,3,4,-47.6128098,0,Chest Tightness and Erythematous torso rash
89,6/8/19 15:50:36,8/6/19 15:50,50020,6159,2932,114,998,154,53,-3.095,2.359,1.455,26656,S1,-48.7587258,3,4,-48.7587258,0,Chest Tightness and Erythematous torso rash
90,6/8/19 15:50:37,8/6/19 15:50,50027,6176,2668,-52,966,53,-108,-2.683,2.377,1.433,26656,S1,-47.7274014,4,1,-47.7274014,0,Chest Tightness and Erythematous torso rash
91,6/8/19 15:50:38,8/6/19 15:50,50034,6132,2483,-52,962,48,-112,-2.729,2.366,1.428,26656,S1,-48.3576552,4,1,-48.3576552,0,Chest Tightness and Erythematous torso rash
92,6/8/19 15:50:39,8/6/19 15:50,50048,6173,2586,-116,998,-81,-16,3.073,2.407,1.502,26656,S1,-46.0085274,4,1,-46.0085274,0,Chest Tightness and Erythematous torso rash
93,6/8/19 15:50:40,8/6/19 15:50,50048,6265,2534.5,-116,998,-81,-16,3.073,2.407,1.502,26656,S1,-46.0085274,4,1,-46.0085274,1,Chest Tightness and Erythematous torso rash
94,6/8/19 15:50:41,8/6/19 15:50,50062,6357,2483,-116,985,-12,-116,3.139,2.294,1.45,26656,S1,-52.4829528,4,1,-52.4829528,0,Chest Tightness and Erythematous torso rash
95,6/8/19 15:50:42,8/6/19 15:50,50069,6413,2586,-44,971,12,-110,-3.112,2.16,1.456,26656,S1,-60.16059,4,1,-60.16059,0,Chest Tightness and Erythematous torso rash
96,6/8/19 15:50:43,8/6/19 15:50,50076,6413,2725,-21,979,43,-102,-2.82,2.194,1.442,26656,S1,-58.2125328,4,1,-58.2125328,0,Chest Tightness and Erythematous torso rash
97,6/8/19 15:50:43,8/6/19 15:50,50083,6413,2860,2,968,51,-97,-3.096,2.173,1.453,26656,S1,-59.4157446,4,1,-59.4157446,0,Chest Tightness and Erythematous torso rash
98,6/8/19 15:50:44,8/6/19 15:50,50090,6381,2860,2,970,47,-92,-2.758,2.199,1.445,26656,S1,-57.9260538,4,1,-57.9260538,0,Chest Tightness and Erythematous torso rash
99,6/8/19 15:50:45,8/6/19 15:50,50097,6381,2634,-21,973,42,-104,-2.763,2.201,1.444,26656,S1,-57.8114622,4,1,-57.8114622,0,Chest Tightness and Erythematous torso rash
100,6/8/19 15:50:46,8/6/19 15:50,50104,6353,2634,-21,960,62,-119,-2.775,2.198,1.441,26656,S1,-57.9833496,4,1,-57.9833496,0,Chest Tightness and Erythematous torso rash
101,6/8/19 15:50:47,8/6/19 15:50,50111,6406,2561,-9,970,43,-128,-2.782,2.206,1.43,26656,S1,-57.5249832,4,1,-57.5249832,0,Chest Tightness and Erythematous torso rash
102,6/8/19 15:50:47,8/6/19 15:50,50118,6406,2561,629,978,47,-131,-2.802,2.198,1.425,26656,S1,-57.9833496,4,1,-57.9833496,0,Chest Tightness and Erythematous torso rash
103,6/8/19 15:50:48,8/6/19 15:50,50125,6451,2443,1661,981,39,-134,-2.844,2.234,1.406,26656,S1,-55.9207008,4,1,-55.9207008,0,Chest Tightness and Erythematous torso rash
104,6/8/19 15:50:49,8/6/19 15:50,50132,6423,2543,3272,978,33,-172,-2.76,2.282,1.402,26656,S1,-53.1705024,4,1,-53.1705024,0,Chest Tightness and Erythematous torso rash
105,6/8/19 15:50:50,8/6/19 15:50,50139,6339,2580,3272,965,47,-136,-2.777,2.267,1.414,26656,S1,-54.0299394,4,1,-54.0299394,0,Chest Tightness and Erythematous torso rash
106,6/8/19 15:50:51,8/6/19 15:50,50146,6292,2580,3329,971,64,-121,-2.757,2.274,1.418,26656,S1,-53.6288688,4,1,-53.6288688,0,Chest Tightness and Erythematous torso rash
107,6/8/19 15:50:52,8/6/19 15:50,50153,6292,2319,3329,954,35,-176,-2.812,2.261,1.403,26656,S1,-54.3737142,4,1,-54.3737142,0,Chest Tightness and Erythematous torso rash
108,6/8/19 15:50:53,8/6/19 15:50,50160,6318,2274,3329,970,-1,-162,-2.954,2.234,1.405,26656,S1,-55.9207008,4,1,-55.9207008,0,Chest Tightness and Erythematous torso rash
109,6/8/19 15:50:53,8/6/19 15:50,50167,6318,2466,3195,972,-33,-56,3.088,2.478,1.453,26656,S1,-41.9405256,4,1,-41.9405256,0,Chest Tightness and Erythematous torso rash
110,6/8/19 15:50:54,8/6/19 15:50,50167,6347.666667,2402,3195,972,-33,-56,3.088,2.478,1.453,26656,S1,-41.9405256,4,1,-41.9405256,1,Chest Tightness and Erythematous torso rash
111,6/8/19 15:50:55,8/6/19 15:50,50167,6377.333333,2338,3195,972,-33,-56,3.088,2.478,1.453,26656,S1,-41.9405256,4,1,-41.9405256,1,Chest Tightness and Erythematous torso rash
112,6/8/19 15:50:56,8/6/19 15:50,50188,6407,2274,3213,972,5,-121,-3.073,2.244,1.437,26656,S1,-55.3477428,4,1,-55.3477428,0,Chest Tightness and Erythematous torso rash
113,6/8/19 15:50:57,8/6/19 15:50,50195,6433,2466,3213,973,41,-145,3.093,2.248,1.416,26656,S1,-55.1185596,4,1,-55.1185596,0,Chest Tightness and Erythematous torso rash
114,6/8/19 15:50:58,8/6/19 15:50,50195,6387,2498,3213,973,41,-145,3.093,2.248,1.416,26656,S1,-55.1185596,4,1,-55.1185596,1,Chest Tightness and Erythematous torso rash
115,6/8/19 15:50:59,8/6/19 15:50,50209,6341,2530,1855,974,47,-151,-2.946,2.162,1.426,26656,S1,-60.0459984,4,1,-60.0459984,0,Chest Tightness and Erythematous torso rash
116,6/8/19 15:55:24,8/6/19 15:55,52435,5969,2754,1651,973,-33,-29,3.101,3.722,1.529,26656,S1,29.3354496,5,1,29.3354496,0,Stop IV Fluids
117,6/8/19 15:55:25,8/6/19 15:55,52442,5976,2837,845,976,-5,-25,3.136,3.75,1.537,26656,S1,30.939732,5,1,30.939732,0,Stop IV Fluids
118,6/8/19 15:55:26,8/6/19 15:55,52442,5976,2809.5,845,976,-5,-25,3.136,3.75,1.537,26656,S1,30.939732,5,1,30.939732,1,Stop IV Fluids
119,6/8/19 15:55:27,8/6/19 15:55,52456,5976,2782,-32,983,5,-21,-3.133,3.558,1.541,26656,S1,19.9389384,5,1,19.9389384,0,Stop IV Fluids
120,6/8/19 15:55:27,8/6/19 15:55,52463,5976,2754,-32,1010,39,49,-3.126,3.57,1.539,26656,S1,20.626488,5,1,20.626488,0,Stop IV Fluids
121,6/8/19 15:55:28,8/6/19 15:55,52470,5952,2754,-166,986,22,-9,-3.133,3.479,1.557,26656,S1,15.4125702,5,1,15.4125702,0,Stop IV Fluids
122,6/8/19 15:55:29,8/6/19 15:55,52477,5909,2782,-150,985,-9,-43,-3.105,3.433,1.533,26656,S1,12.7769634,5,1,12.7769634,0,Stop IV Fluids
123,6/8/19 15:55:30,8/6/19 15:55,52484,5909,2837,-357,981,39,-65,-3.106,3.446,1.505,26656,S1,13.5218088,5,1,13.5218088,0,Stop IV Fluids
124,6/8/19 15:55:31,8/6/19 15:55,52491,5908,2782,-115,983,14,-68,-3.117,3.448,1.509,26656,S1,13.6364004,5,1,13.6364004,0,Stop IV Fluids
125,6/8/19 15:55:31,8/6/19 15:55,52498,5849,2773,147,978,25,-33,-3.131,3.471,1.524,26656,S1,14.9542038,5,1,14.9542038,0,Stop IV Fluids
126,6/8/19 15:55:32,8/6/19 15:55,52505,5776,2828,147,975,17,-53,-3.13,3.47,1.516,26656,S1,14.896908,5,1,14.896908,0,Stop IV Fluids
127,6/8/19 15:55:33,8/6/19 15:55,52512,5608,2914,285,992,-40,-55,3.105,3.431,1.518,26656,S1,12.6623718,5,1,12.6623718,0,Stop IV Fluids
128,6/8/19 15:55:34,8/6/19 15:55,52519,5699,2828,758,978,-27,1,0.041,3.488,1.527,26656,S1,15.9282324,5,1,15.9282324,0,Stop IV Fluids
129,6/8/19 15:55:35,8/6/19 15:55,52519,5699,2818.333333,758,978,-27,1,0.041,3.488,1.527,26656,S1,15.9282324,5,1,15.9282324,1,Stop IV Fluids
130,6/8/19 15:55:36,8/6/19 15:55,52519,5699,2808.666667,758,978,-27,1,0.041,3.488,1.527,26656,S1,15.9282324,5,1,15.9282324,1,Stop IV Fluids
131,6/8/19 15:55:37,8/6/19 15:55,52540,5699,2799,2150,975,-25,-13,0.04,3.475,1.529,26656,S1,15.183387,5,1,15.183387,0,Stop IV Fluids
132,6/8/19 15:55:37,8/6/19 15:55,52547,5835,2826,2150,976,-35,0,0.04,3.499,1.528,26656,S1,16.5584862,5,1,16.5584862,0,Stop IV Fluids
133,6/8/19 15:55:38,8/6/19 15:55,52554,5835,2804,1786,975,-31,5,0.039,3.494,1.53,26656,S1,16.2720072,5,1,16.2720072,0,Stop IV Fluids
134,6/8/19 15:55:39,8/6/19 15:55,52561,5859,2789,1897,978,-27,-19,3.101,3.493,1.53,26656,S1,16.2147114,5,1,16.2147114,0,Stop IV Fluids
135,6/8/19 15:55:40,8/6/19 15:55,52561,5856,2777,1897,978,-27,-19,3.101,3.493,1.53,26656,S1,16.2147114,5,1,16.2147114,1,Stop IV Fluids
136,6/8/19 15:55:41,8/6/19 15:55,52575,5853,2765,246,969,-8,-111,3.127,3.543,1.465,26656,S1,19.0795014,5,1,19.0795014,0,Stop IV Fluids
137,6/8/19 15:55:41,8/6/19 15:55,52582,5853,2819,246,964,18,-155,3.075,3.576,1.432,26656,S1,20.9702628,5,1,20.9702628,0,Stop IV Fluids
138,6/8/19 15:55:42,8/6/19 15:55,52589,5837,2840,570,969,-8,-138,3.017,3.534,1.437,26656,S1,18.5638392,5,1,18.5638392,0,Stop IV Fluids
139,6/8/19 15:55:43,8/6/19 15:55,52596,5837,2906,540,970,-6,-109,3.131,3.551,1.461,26656,S1,19.5378678,5,1,19.5378678,0,Stop IV Fluids
140,6/8/19 15:55:44,8/6/19 15:55,52603,5832,2906,40,979,5,-115,2.922,3.478,1.443,26656,S1,15.3552744,5,1,15.3552744,0,Stop IV Fluids
141,6/8/19 15:55:45,8/6/19 15:55,52617,5832,2906,40,969,-38,-122,2.835,3.529,1.444,26656,S1,18.2773602,5,1,18.2773602,0,Stop IV Fluids
142,6/8/19 15:55:46,8/6/19 15:55,52617,5832,2907,40,969,-38,-122,2.835,3.529,1.444,26656,S1,18.2773602,5,1,18.2773602,1,Stop IV Fluids
143,6/8/19 15:55:47,8/6/19 15:55,52631,5832,2908,1649,980,-42,-120,2.813,3.544,1.45,26656,S1,19.1367972,5,1,19.1367972,0,Stop IV Fluids
144,6/8/19 15:55:48,8/6/19 15:55,52638,5884,2917,40,971,-36,-114,2.809,3.545,1.45,26656,S1,19.194093,5,1,19.194093,0,Stop IV Fluids
145,6/8/19 15:55:49,8/6/19 15:55,52645,5959,2907,-276,1028,38,-115,3.106,3.546,1.456,26656,S1,19.2513888,5,1,19.2513888,0,Stop IV Fluids
146,6/8/19 15:55:50,8/6/19 15:55,52652,5959,2907,1292,983,24,-96,-3.131,3.52,1.487,26656,S1,17.761698,5,1,17.761698,0,Stop IV Fluids
147,6/8/19 15:55:50,8/6/19 15:55,52659,5895,2907,3219,969,-6,-74,3.127,3.666,1.513,26656,S1,26.1268848,5,1,26.1268848,0,Stop IV Fluids
148,6/8/19 15:55:51,8/6/19 15:55,52666,5966,2867,3202,991,-26,-34,3.097,3.738,1.516,26656,S1,30.2521824,5,1,30.2521824,0,Stop IV Fluids
